Name:,"Multiple SPC Files",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author:,"SPCREADR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,06-May-2024 15:21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modification Date:,06-May-2024 15:21:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description:,"data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sample name","Full name","analysis date","Subfile Index","Time Index","type of fermentation","Sampling time","Replicate","Sample",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wavenumber (cm-1)",,,,,,,,,,3999.80124496,3996.07008708,3992.33892921,3988.60777133,3984.87661345,3981.14545557,3977.4142977,3973.68313982,3969.95198194,3966.22082406,3962.48966618,3958.75850831,3955.02735043,3951.29619255,3947.56503467,3943.8338768,3940.10271892,3936.37156104,3932.64040316,3928.90924528,3925.17808741,3921.44692953,3917.71577165,3913.98461377,3910.2534559,3906.52229802,3902.79114014,3899.05998226,3895.32882438,3891.59766651,3887.86650863,3884.13535075,3880.40419287,3876.673035,3872.94187712,3869.21071924,3865.47956136,3861.74840348,3858.01724561,3854.28608773,3850.55492985,3846.82377197,3843.0926141,3839.36145622,3835.63029834,3831.89914046,3828.16798259,3824.43682471,3820.70566683,3816.97450895,3813.24335107,3809.5121932,3805.78103532,3802.04987744,3798.31871956,3794.58756169,3790.85640381,3787.12524593,3783.39408805,3779.66293017,3775.9317723,3772.20061442,3768.46945654,3764.73829866,3761.00714079,3757.27598291,3753.54482503,3749.81366715,3746.08250927,3742.3513514,3738.62019352,3734.88903564,3731.15787776,3727.42671989,3723.69556201,3719.96440413,3716.23324625,3712.50208837,3708.7709305,3705.03977262,3701.30861474,3697.57745686,3693.84629899,3690.11514111,3686.38398323,3682.65282535,3678.92166747,3675.1905096,3671.45935172,3667.72819384,3663.99703596,3660.26587809,3656.53472021,3652.80356233,3649.07240445,3645.34124657,3641.6100887,3637.87893082,3634.14777294,3630.41661506,3626.68545719,3622.95429931,3619.22314143,3615.49198355,3611.76082567,3608.0296678,3604.29850992,3600.56735204,3596.83619416,3593.10503629,3589.37387841,3585.64272053,3581.91156265,3578.18040477,3574.4492469,3570.71808902,3566.98693114,3563.25577326,3559.52461539,3555.79345751,3552.06229963,3548.33114175,3544.59998388,3540.868826,3537.13766812,3533.40651024,3529.67535236,3525.94419449,3522.21303661,3518.48187873,3514.75072085,3511.01956298,3507.2884051,3503.55724722,3499.82608934,3496.09493146,3492.36377359,3488.63261571,3484.90145783,3481.17029995,3477.43914208,3473.7079842,3469.97682632,3466.24566844,3462.51451056,3458.78335269,3455.05219481,3451.32103693,3447.58987905,3443.85872118,3440.1275633,3436.39640542,3432.66524754,3428.93408966,3425.20293179,3421.47177391,3417.74061603,3414.00945815,3410.27830028,3406.5471424,3402.81598452,3399.08482664,3395.35366876,3391.62251089,3387.89135301,3384.16019513,3380.42903725,3376.69787938,3372.9667215,3369.23556362,3365.50440574,3361.77324786,3358.04208999,3354.31093211,3350.57977423,3346.84861635,3343.11745848,3339.3863006,3335.65514272,3331.92398484,3328.19282696,3324.46166909,3320.73051121,3316.99935333,3313.26819545,3309.53703758,3305.8058797,3302.07472182,3298.34356394,3294.61240606,3290.88124819,3287.15009031,3283.41893243,3279.68777455,3275.95661668,3272.2254588,3268.49430092,3264.76314304,3261.03198517,3257.30082729,3253.56966941,3249.83851153,3246.10735365,3242.37619578,3238.6450379,3234.91388002,3231.18272214,3227.45156427,3223.72040639,3219.98924851,3216.25809063,3212.52693275,3208.79577488,3205.064617,3201.33345912,3197.60230124,3193.87114337,3190.13998549,3186.40882761,3182.67766973,3178.94651185,3175.21535398,3171.4841961,3167.75303822,3164.02188034,3160.29072247,3156.55956459,3152.82840671,3149.09724883,3145.36609095,3141.63493308,3137.9037752,3134.17261732,3130.44145944,3126.71030157,3122.97914369,3119.24798581,3115.51682793,3111.78567005,3108.05451218,3104.3233543,3100.59219642,3096.86103854,3093.12988067,3089.39872279,3085.66756491,3081.93640703,3078.20524915,3074.47409128,3070.7429334,3067.01177552,3063.28061764,3059.54945977,3055.81830189,3052.08714401,3048.35598613,3044.62482825,3040.89367038,3037.1625125,3033.43135462,3029.70019674,3025.96903887,3022.23788099,3018.50672311,3014.77556523,3011.04440735,3007.31324948,3003.5820916,2999.85093372,2996.11977584,2992.38861797,2988.65746009,2984.92630221,2981.19514433,2977.46398646,2973.73282858,2970.0016707,2966.27051282,2962.53935494,2958.80819707,2955.07703919,2951.34588131,2947.61472343,2943.88356556,2940.15240768,2936.4212498,2932.69009192,2928.95893404,2925.22777617,2921.49661829,2917.76546041,2914.03430253,2910.30314466,2906.57198678,2902.8408289,2899.10967102,2895.37851314,2891.64735527,2887.91619739,2884.18503951,2880.45388163,2876.72272376,2872.99156588,2869.260408,2865.52925012,2861.79809224,2858.06693437,2854.33577649,2850.60461861,2846.87346073,2843.14230286,2839.41114498,2835.6799871,2831.94882922,2828.21767134,2824.48651347,2820.75535559,2817.02419771,2813.29303983,2809.56188196,2805.83072408,2802.0995662,2798.36840832,2794.63725044,2790.90609257,2787.17493469,2783.44377681,2779.71261893,2775.98146106,2772.25030318,2768.5191453,2764.78798742,2761.05682954,2757.32567167,2753.59451379,2749.86335591,2746.13219803,2742.40104016,2738.66988228,2734.9387244,2731.20756652,2727.47640864,2723.74525077,2720.01409289,2716.28293501,2712.55177713,2708.82061926,2705.08946138,2701.3583035,2697.62714562,2693.89598775,2690.16482987,2686.43367199,2682.70251411,2678.97135623,2675.24019836,2671.50904048,2667.7778826,2664.04672472,2660.31556685,2656.58440897,2652.85325109,2649.12209321,2645.39093533,2641.65977746,2637.92861958,2634.1974617,2630.46630382,2626.73514595,2623.00398807,2619.27283019,2615.54167231,2611.81051443,2608.07935656,2604.34819868,2600.6170408,2596.88588292,2593.15472505,2589.42356717,2585.69240929,2581.96125141,2578.23009353,2574.49893566,2570.76777778,2567.0366199,2563.30546202,2559.57430415,2555.84314627,2552.11198839,2548.38083051,2544.64967263,2540.91851476,2537.18735688,2533.456199,2529.72504112,2525.99388325,2522.26272537,2518.53156749,2514.80040961,2511.06925173,2507.33809386,2503.60693598,2499.8757781,2496.14462022,2492.41346235,2488.68230447,2484.95114659,2481.21998871,2477.48883083,2473.75767296,2470.02651508,2466.2953572,2462.56419932,2458.83304145,2455.10188357,2451.37072569,2447.63956781,2443.90840993,2440.17725206,2436.44609418,2432.7149363,2428.98377842,2425.25262055,2421.52146267,2417.79030479,2414.05914691,2410.32798904,2406.59683116,2402.86567328,2399.1345154,2395.40335752,2391.67219965,2387.94104177,2384.20988389,2380.47872601,2376.74756814,2373.01641026,2369.28525238,2365.5540945,2361.82293662,2358.09177875,2354.36062087,2350.62946299,2346.89830511,2343.16714724,2339.43598936,2335.70483148,2331.9736736,2328.24251572,2324.51135785,2320.78019997,2317.04904209,2313.31788421,2309.58672634,2305.85556846,2302.12441058,2298.3932527,2294.66209482,2290.93093695,2287.19977907,2283.46862119,2279.73746331,2276.00630544,2272.27514756,2268.54398968,2264.8128318,2261.08167392,2257.35051605,2253.61935817,2249.88820029,2246.15704241,2242.42588454,2238.69472666,2234.96356878,2231.2324109,2227.50125302,2223.77009515,2220.03893727,2216.30777939,2212.57662151,2208.84546364,2205.11430576,2201.38314788,2197.65199,2193.92083212,2190.18967425,2186.45851637,2182.72735849,2178.99620061,2175.26504274,2171.53388486,2167.80272698,2164.0715691,2160.34041122,2156.60925335,2152.87809547,2149.14693759,2145.41577971,2141.68462184,2137.95346396,2134.22230608,2130.4911482,2126.75999033,2123.02883245,2119.29767457,2115.56651669,2111.83535881,2108.10420094,2104.37304306,2100.64188518,2096.9107273,2093.17956943,2089.44841155,2085.71725367,2081.98609579,2078.25493791,2074.52378004,2070.79262216,2067.06146428,2063.3303064,2059.59914853,2055.86799065,2052.13683277,2048.40567489,2044.67451701,2040.94335914,2037.21220126,2033.48104338,2029.7498855,2026.01872763,2022.28756975,2018.55641187,2014.82525399,2011.09409611,2007.36293824,2003.63178036,1999.90062248,1996.1694646,1992.43830673,1988.70714885,1984.97599097,1981.24483309,1977.51367521,1973.78251734,1970.05135946,1966.32020158,1962.5890437,1958.85788583,1955.12672795,1951.39557007,1947.66441219,1943.93325431,1940.20209644,1936.47093856,1932.73978068,1929.0086228,1925.27746493,1921.54630705,1917.81514917,1914.08399129,1910.35283341,1906.62167554,1902.89051766,1899.15935978,1895.4282019,1891.69704403,1887.96588615,1884.23472827,1880.50357039,1876.77241251,1873.04125464,1869.31009676,1865.57893888,1861.847781,1858.11662313,1854.38546525,1850.65430737,1846.92314949,1843.19199162,1839.46083374,1835.72967586,1831.99851798,1828.2673601,1824.53620223,1820.80504435,1817.07388647,1813.34272859,1809.61157072,1805.88041284,1802.14925496,1798.41809708,1794.6869392,1790.95578133,1787.22462345,1783.49346557,1779.76230769,1776.03114982,1772.29999194,1768.56883406,1764.83767618,1761.1065183,1757.37536043,1753.64420255,1749.91304467,1746.18188679,1742.45072892,1738.71957104,1734.98841316,1731.25725528,1727.5260974,1723.79493953,1720.06378165,1716.33262377,1712.60146589,1708.87030802,1705.13915014,1701.40799226,1697.67683438,1693.9456765,1690.21451863,1686.48336075,1682.75220287,1679.02104499,1675.28988712,1671.55872924,1667.82757136,1664.09641348,1660.3652556,1656.63409773,1652.90293985,1649.17178197,1645.44062409,1641.70946622,1637.97830834,1634.24715046,1630.51599258,1626.7848347,1623.05367683,1619.32251895,1615.59136107,1611.86020319,1608.12904532,1604.39788744,1600.66672956,1596.93557168,1593.2044138,1589.47325593,1585.74209805,1582.01094017,1578.27978229,1574.54862442,1570.81746654,1567.08630866,1563.35515078,1559.62399291,1555.89283503,1552.16167715,1548.43051927,1544.69936139,1540.96820352,1537.23704564,1533.50588776,1529.77472988,1526.04357201,1522.31241413,1518.58125625,1514.85009837,1511.11894049,1507.38778262,1503.65662474,1499.92546686,1496.19430898,1492.46315111,1488.73199323,1485.00083535,1481.26967747,1477.53851959,1473.80736172,1470.07620384,1466.34504596,1462.61388808,1458.88273021,1455.15157233,1451.42041445,1447.68925657,1443.95809869,1440.22694082,1436.49578294,1432.76462506,1429.03346718,1425.30230931,1421.57115143,1417.83999355,1414.10883567,1410.37767779,1406.64651992,1402.91536204,1399.18420416,1395.45304628,1391.72188841,1387.99073053,1384.25957265,1380.52841477,1376.79725689,1373.06609902,1369.33494114,1365.60378326,1361.87262538,1358.14146751,1354.41030963,1350.67915175,1346.94799387,1343.21683599,1339.48567812,1335.75452024,1332.02336236,1328.29220448,1324.56104661,1320.82988873,1317.09873085,1313.36757297,1309.63641509,1305.90525722,1302.17409934,1298.44294146,1294.71178358,1290.98062571,1287.24946783,1283.51830995,1279.78715207,1276.0559942,1272.32483632,1268.59367844,1264.86252056,1261.13136268,1257.40020481,1253.66904693,1249.93788905,1246.20673117,1242.4755733,1238.74441542,1235.01325754,1231.28209966,1227.55094178,1223.81978391,1220.08862603,1216.35746815,1212.62631027,1208.8951524,1205.16399452,1201.43283664,1197.70167876,1193.97052088,1190.23936301,1186.50820513,1182.77704725,1179.04588937,1175.3147315,1171.58357362,1167.85241574,1164.12125786,1160.39009998,1156.65894211,1152.92778423,1149.19662635,1145.46546847,1141.7343106,1138.00315272,1134.27199484,1130.54083696,1126.80967908,1123.07852121,1119.34736333,1115.61620545,1111.88504757,1108.1538897,1104.42273182,1100.69157394,1096.96041606,1093.22925818,1089.49810031,1085.76694243,1082.03578455,1078.30462667,1074.5734688,1070.84231092,1067.11115304,1063.37999516,1059.64883728,1055.91767941,1052.18652153,1048.45536365,1044.72420577,1040.9930479,1037.26189002,1033.53073214,1029.79957426,1026.06841638,1022.33725851,1018.60610063,1014.87494275,1011.14378487,1007.412627,1003.68146912,999.950311241,996.219153363,992.487995485,988.756837607,985.025679729,981.294521852,977.563363974,973.832206096,970.101048218,966.369890341,962.638732463,958.907574585,955.176416707,951.44525883,947.714100952,943.982943074,940.251785196,936.520627319,932.789469441,929.058311563,925.327153685,921.595995808,917.86483793,914.133680052,910.402522174,906.671364296,902.940206419,899.209048541,895.477890663,891.746732785,888.015574908,884.28441703,880.553259152,876.822101274,873.090943397,869.359785519,865.628627641,861.897469763,858.166311886,854.435154008,850.70399613,846.972838252,843.241680374,839.510522497,835.779364619,832.048206741,828.317048863,824.585890986,820.854733108,817.12357523,813.392417352,809.661259475,805.930101597,802.198943719,798.467785841,794.736627964,791.005470086,787.274312208,783.54315433,779.811996453,776.080838575,772.349680697,768.618522819,764.887364941,761.156207064,757.425049186,753.693891308,749.96273343,746.231575553,742.500417675,738.769259797,735.038101919,731.306944042,727.575786164,723.844628286,720.113470408,716.382312531,712.651154653,708.919996775,705.188838897,701.457681019,697.726523142,693.995365264,690.264207386,686.533049508,682.801891631,679.070733753,675.339575875,671.608417997,667.87726012,664.146102242,660.414944364,656.683786486,652.952628609,649.221470731,
